order_item_id,order_id,product_id,quantity,unit_price,discount_pct
223,100118,60,1,449,0
224,100118,29,1,6899,10
225,100119,22,1,110409,5
226,100119,60,1,449,0
227,100120,50,1,919,15
228,100121,48,1,1789,15
229,100121,149,2,709,30
230,100121,157,2,219,10
231,100122,163,1,479,5
232,100122,60,2,449,0
233,100122,195,1,349,10
234,100123,163,1,479,0
235,100124,60,1,449,0
236,100124,112,1,369,5
237,100125,148,1,3169,5
238,100126,60,1,449,10
239,100126,41,1,1799,0
240,100126,102,1,219,0
241,100127,60,1,449,10
242,100128,60,3,449,20
243,100129,120,1,989,10
244,100130,157,1,219,30
245,100131,9,1,6199,0
246,100131,116,1,449,0
247,100132,113,1,699,10
248,100132,128,2,349,0
249,100132,60,2,449,0
250,100132,165,2,329,10
251,100133,73,1,1829,20
252,100133,36,1,1359,10
253,100133,60,1,449,0
254,100134,116,3,449,5
255,100134,22,3,110409,5
256,100135,110,1,589,0
257,100135,60,1,449,0
258,100136,60,1,449,15
259,100136,165,1,329,15
260,100137,60,1,449,0
261,100138,60,1,449,10
262,100138,89,1,219,10
263,100138,134,1,1449,0
264,100138,106,1,239,0
265,100139,161,1,1269,30
266,100140,152,1,5909,10
267,100141,130,1,119,0
268,100141,120,1,989,0
269,100142,127,1,459,0
270,100142,60,1,449,0
271,100143,135,2,209,10
272,100143,34,1,829,15
273,100143,28,1,2139,20
274,100143,60,1,449,0
275,100144,111,1,409,20
276,100144,158,1,709,0
277,100145,55,1,909,15
278,100146,168,1,1489,10
279,100146,135,1,209,10
280,100146,157,1,219,0
281,100147,60,1,449,30
282,100148,60,1,449,0
283,100148,172,1,319,15
284,100149,60,1,449,10
285,100149,157,1,219,10
286,100150,60,1,449,15
287,100151,65,3,289,0
288,100152,87,1,349,10
289,100153,60,1,449,0
290,100153,113,2,699,5
291,100153,65,2,289,0
292,100154,60,1,449,5
293,100155,117,1,1369,20
294,100155,45,1,1419,10
295,100156,62,1,219,0
296,100156,60,1,449,15
297,100157,103,3,209,0
298,100158,73,1,1829,5
299,100159,60,1,449,0
300,100160,128,1,349,0
301,100160,184,1,5269,10
302,100161,157,1,219,0
303,100162,60,3,449,15
304,100163,147,1,1459,5
305,100163,69,1,1289,0
306,100164,157,1,219,5
307,100164,60,1,449,10
308,100165,73,1,1829,30
309,100166,60,2,449,30
310,100166,9,2,6199,20
311,100166,115,1,329,0
312,100167,60,3,449,5
313,100167,109,1,1149,0
314,100167,11,1,7569,0
315,100167,130,1,119,0
316,100168,143,1,259,20
317,100168,165,1,329,0
318,100168,65,1,289,0
319,100169,159,1,789,0
320,100169,111,1,409,10
321,100170,45,1,1419,10
322,100170,134,1,1449,10
323,100171,112,1,369,10
324,100171,195,3,349,0
325,100172,60,2,449,15
326,100173,60,2,449,0
327,100174,128,2,349,10
328,100175,149,1,709,0
329,100176,60,1,449,20
330,100177,116,1,449,0
331,100178,137,1,2069,0
332,100178,84,3,3789,15
333,100178,50,3,919,10
334,100178,60,1,449,0
335,100178,114,1,229,5
336,100179,52,2,3689,0
337,100179,157,1,219,20
338,100180,157,1,219,0
339,100181,130,3,119,0
340,100181,63,1,509,0
341,100182,99,1,749,0
342,100182,60,2,449,5
343,100182,102,1,219,10
344,100183,132,1,309,5
345,100184,83,1,699,0
346,100185,109,1,1149,10
347,100186,129,1,549,0
348,100187,96,1,13699,20
349,100187,195,1,349,10
350,100188,130,1,119,0
351,100188,109,1,1149,10
352,100188,112,1,369,0
353,100188,165,1,329,15
354,100189,60,3,449,5
355,100189,73,3,1829,0
356,100190,161,1,1269,0
357,100190,112,1,369,5
358,100190,111,1,409,15
359,100191,73,1,1829,15
360,100191,112,1,369,15
361,100192,60,2,449,10
362,100193,60,1,449,10
363,100194,64,1,339,0
364,100195,152,1,5909,0
365,100196,154,1,2389,10
366,100196,60,1,449,0
367,100197,115,3,329,5
368,100197,157,1,219,5
369,100197,60,1,449,0
370,100198,143,1,259,10
371,100198,60,2,449,0
372,100199,157,1,219,0
373,100200,60,1,449,0
374,100201,157,1,219,5
375,100201,173,1,3109,0
376,100201,159,1,789,0
377,100202,60,1,449,0
378,100203,109,2,1149,10
379,100204,55,1,909,0
380,100205,120,1,989,20
381,100205,60,1,449,20
382,100206,113,1,699,5
383,100207,157,1,219,0
384,100207,167,1,1109,0
385,100208,60,1,449,0
386,100209,60,1,449,0
387,100210,60,1,449,0
388,100211,60,2,449,0
389,100212,162,1,1969,15
390,100212,60,3,449,30
391,100213,60,1,449,0
392,100214,60,1,449,0
393,100214,157,1,219,15
394,100215,157,1,219,10
395,100216,22,1,110409,0
396,100216,60,1,449,15
397,100216,189,1,639,10
398,100217,104,1,219,30
399,100217,127,1,459,15
400,100217,60,2,449,0
401,100218,148,2,3169,0
402,100218,60,1,449,0
403,100218,165,1,329,5
404,100219,114,2,229,5
405,100219,130,1,119,0
406,100219,106,1,239,5
407,100220,143,1,259,10
408,100220,114,3,229,0
409,100221,60,1,449,10
410,100222,60,1,449,10
411,100223,62,1,219,0
412,100223,60,3,449,0
413,100224,127,1,459,30
414,100225,60,1,449,0
415,100226,117,1,1369,10
416,100227,99,1,749,0
417,100228,60,1,449,5
418,100228,94,1,1579,0
419,100229,60,1,449,10
420,100229,157,1,219,5
421,100230,89,1,219,20
422,100231,60,1,449,5
423,100231,155,1,2759,15
424,100231,113,1,699,0
425,100232,60,1,449,0
426,100232,135,1,209,10
427,100233,60,2,449,15
428,100234,60,1,449,0
429,100234,107,2,179,10
430,100235,60,1,449,10
431,100235,89,1,219,0
432,100235,42,1,529,0
433,100236,130,1,119,0
434,100236,111,2,409,10
435,100236,195,1,349,0
436,100237,135,1,209,10
437,100237,109,2,1149,0
438,100237,112,1,369,5
439,100238,60,1,449,10
440,100239,60,1,449,0
441,100239,130,1,119,5
442,100240,36,1,1359,0
443,100241,166,1,399,10
444,100242,192,1,1169,0
445,100242,184,1,5269,0
446,100242,130,3,119,0
447,100243,165,1,329,30
448,100243,60,1,449,0
449,100243,109,2,1149,20
450,100244,157,1,219,0
451,100244,50,1,919,0
452,100244,151,1,889,0
453,100245,109,1,1149,0
454,100246,60,1,449,0
455,100246,127,1,459,0
456,100246,55,1,909,15
457,100247,60,1,449,10
458,100247,143,1,259,10
459,100248,60,1,449,0
460,100249,60,3,449,5
461,100250,62,1,219,0
462,100250,101,2,609,20
463,100250,49,1,689,0
464,100251,113,1,699,20
465,100251,123,1,2209,5
466,100252,110,1,589,0
467,100252,43,1,1439,10
468,100252,60,1,449,0
469,100252,135,1,209,30
470,100253,60,1,449,10
471,100253,134,1,1449,5
472,100253,135,1,209,0
473,100254,60,3,449,0
474,100255,60,1,449,0
475,100255,103,1,209,20
476,100256,157,1,219,10
477,100257,60,1,449,15
478,100257,115,1,329,0
479,100258,50,1,919,0
480,100258,112,2,369,0
481,100258,60,1,449,5
482,100259,62,1,219,15
483,100259,114,1,229,0
484,100260,120,2,989,0
485,100261,188,1,479,0
486,100262,50,1,919,15
487,100263,49,1,689,5
488,100264,122,2,609,0
489,100264,104,1,219,0
490,100264,157,1,219,20
491,100265,109,2,1149,0
492,100265,60,1,449,0
493,100266,60,1,449,0
494,100266,157,1,219,0
495,100267,60,3,449,0
496,100267,167,1,1109,10
497,100268,117,1,1369,0
498,100268,165,1,329,30
499,100269,111,2,409,0
500,100270,159,1,789,0
501,100270,112,1,369,20
502,100270,143,1,259,0
503,100271,82,1,3139,0
504,100272,109,1,1149,0
505,100272,39,1,939,5
506,100273,62,2,219,0
507,100274,165,2,329,0
508,100275,60,1,449,30
509,100276,89,1,219,20
510,100276,60,1,449,5
511,100277,60,2,449,0
512,100277,189,1,639,10
513,100277,73,2,1829,10
514,100278,143,2,259,5
515,100278,60,2,449,10
516,100278,127,1,459,10
517,100279,100,1,509,10
518,100279,50,2,919,15
519,100279,102,1,219,5
520,100280,9,1,6199,0
521,100281,163,1,479,0
522,100282,60,1,449,10
523,100283,60,2,449,20
524,100284,67,1,719,10
525,100284,60,1,449,0
526,100284,120,1,989,0
527,100285,157,1,219,30
528,100285,60,1,449,30
529,100285,36,2,1359,10
530,100286,99,1,749,5
531,100286,157,3,219,0
532,100286,145,1,389,20
533,100287,112,1,369,5
534,100287,60,1,449,0
535,100288,62,1,219,0
536,100289,157,1,219,0
537,100290,60,1,449,0
538,100291,60,1,449,0
539,100292,60,1,449,10
540,100293,165,1,329,15
541,100293,157,1,219,30
542,100294,135,1,209,5
543,100294,119,1,2159,20
544,100295,60,1,449,0
545,100295,138,1,419,0
546,100295,49,1,689,15
547,100295,135,1,209,15
548,100295,83,1,699,20
549,100296,60,1,449,0
550,100297,60,1,449,0
551,100298,154,1,2389,5
552,100298,143,3,259,0
553,100299,47,2,4559,0
554,100299,162,1,1969,0
555,100299,103,1,209,0
556,100299,100,1,509,0
557,100300,102,1,219,10
558,100300,68,1,929,0
559,100301,45,1,1419,15
560,100301,60,1,449,0
561,100302,111,1,409,5
562,100302,94,1,1579,0
563,100302,60,1,449,15
564,100302,157,1,219,20
565,100303,62,2,219,0
566,100303,60,2,449,0
567,100304,73,2,1829,0
568,100305,100,1,509,0
569,100306,157,1,219,5
570,100306,165,1,329,0
571,100306,60,2,449,0
572,100307,99,1,749,20
573,100308,99,3,749,15
574,100308,65,1,289,0
575,100308,143,1,259,0
576,100308,60,2,449,5
577,100309,139,1,1539,10
578,100309,100,2,509,0
579,100309,137,1,2069,20
580,100309,60,1,449,0
581,100310,113,1,699,0
582,100310,111,3,409,20
583,100311,159,1,789,0
584,100312,105,2,599,0
585,100313,9,1,6199,20
586,100313,39,1,939,20
587,100313,157,1,219,20
588,100313,143,1,259,0
589,100314,134,2,1449,0
590,100314,109,2,1149,10
591,100315,60,1,449,0
592,100315,143,1,259,5
593,100315,134,1,1449,10
594,100315,113,1,699,0
595,100315,51,2,3809,5
596,100316,181,1,1779,5
597,100316,163,1,479,30
598,100317,99,1,749,10
599,100318,60,3,449,5
600,100319,163,1,479,0
601,100320,60,1,449,10
602,100320,111,1,409,15
603,100321,9,2,6199,20
604,100322,115,1,329,15
605,100322,60,1,449,5
606,100322,192,1,1169,10
607,100323,69,1,1289,0
608,100323,155,1,2759,0
609,100323,60,1,449,0
610,100324,109,1,1149,0
611,100324,60,1,449,0
612,100324,89,1,219,30
613,100325,165,1,329,10
614,100326,60,1,449,0
615,100327,32,1,23259,0
616,100327,109,1,1149,5
617,100327,131,1,429,0
618,100328,135,1,209,10
619,100329,60,1,449,15
620,100330,113,1,699,20
621,100331,62,3,219,0
622,100331,60,1,449,15
623,100332,62,1,219,15
624,100333,97,1,4659,0
625,100333,128,3,349,0
626,100333,143,1,259,15
627,100334,60,3,449,0
628,100334,180,2,2399,0
629,100335,60,1,449,0
630,100335,114,2,229,0
631,100336,109,1,1149,0
632,100336,127,1,459,15
633,100337,42,2,529,15
634,100338,172,2,319,0
635,100339,161,1,1269,0
636,100339,60,1,449,0
637,100340,122,1,609,0
638,100340,157,1,219,0
639,100341,60,1,449,10
640,100341,68,1,929,15
641,100342,126,2,259,15
642,100342,67,1,719,20
643,100343,176,1,839,5
644,100344,124,1,459,10
645,100344,135,1,209,0
646,100344,115,1,329,0
647,100344,109,1,1149,0
648,100344,50,1,919,0
649,100345,165,1,329,0
650,100346,60,1,449,20
651,100347,109,1,1149,5
652,100348,60,1,449,20
653,100349,88,2,4359,0
654,100350,68,1,929,15
655,100350,112,1,369,5
656,100350,127,1,459,0
657,100351,18,1,115299,10
658,100351,112,2,369,0
659,100351,60,2,449,0
660,100351,120,1,989,5
661,100352,157,1,219,0
662,100352,108,1,869,10
663,100353,60,1,449,5
664,100353,129,2,549,0
665,100353,134,1,1449,0
666,100353,89,1,219,10
667,100354,60,1,449,10
668,100355,89,1,219,20
669,100356,87,1,349,20
670,100357,39,1,939,15
671,100358,60,1,449,0
672,100358,161,2,1269,15
673,100359,114,2,229,10
674,100360,112,1,369,0
675,100360,138,1,419,5
676,100361,114,1,229,0
677,100361,148,1,3169,0
678,100362,60,3,449,5
679,100362,126,1,259,10
680,100363,107,1,179,0
681,100363,114,1,229,0
682,100364,50,2,919,30
683,100364,60,1,449,10
684,100364,135,2,209,0
685,100364,109,1,1149,5
686,100365,128,1,349,30
687,100365,46,1,4699,0
688,100366,53,2,1089,30
689,100367,143,1,259,5
690,100368,163,1,479,20
691,100368,146,1,259,0
692,100368,60,2,449,0
693,100369,64,2,339,0
694,100370,60,2,449,0
695,100371,120,2,989,15
696,100371,128,2,349,20
697,100371,9,1,6199,30
698,100372,60,1,449,20
699,100372,97,1,4659,0
700,100373,62,1,219,0
701,100373,82,1,3139,10
702,100374,60,2,449,5
703,100375,50,1,919,0
704,100376,60,1,449,0
705,100377,5,2,12569,0
706,100378,65,1,289,0
707,100378,60,1,449,0
708,100379,157,3,219,0
709,100379,72,1,2399,10
710,100379,60,1,449,0
711,100380,60,1,449,15
712,100381,89,1,219,0
713,100382,165,1,329,20
714,100382,149,2,709,5
715,100382,155,1,2759,20
716,100382,157,3,219,20
717,100383,60,1,449,20
718,100384,9,2,6199,5
719,100385,66,1,1569,0
720,100386,60,1,449,0
721,100386,165,1,329,5
722,100387,60,2,449,0
723,100387,172,2,319,5
724,100387,188,1,479,5
725,100388,157,1,219,0
726,100388,90,2,269,5
727,100389,109,1,1149,0
728,100390,60,3,449,10
729,100391,83,1,699,5
730,100392,132,1,309,0
731,100393,60,1,449,0
732,100394,9,1,6199,20
733,100394,50,2,919,0
734,100395,60,1,449,10
735,100395,68,1,929,30
736,100396,60,1,449,5
737,100397,157,1,219,5
738,100397,60,1,449,10
739,100398,14,1,4619,0
740,100399,73,1,1829,0
741,100400,60,1,449,5
742,100401,60,1,449,30
743,100402,60,2,449,0
744,100402,39,1,939,20
745,100403,60,1,449,15
746,100404,157,2,219,0
747,100404,103,1,209,15
748,100404,60,2,449,0
749,100404,111,1,409,10
750,100405,157,1,219,15
751,100406,60,1,449,5
752,100406,113,1,699,15
753,100407,60,2,449,0
754,100408,73,1,1829,15
755,100408,157,1,219,5
756,100408,154,1,2389,0
757,100409,166,1,399,0
758,100410,188,1,479,5
759,100410,34,1,829,0
760,100410,138,2,419,10
761,100410,62,1,219,0
762,100411,60,1,449,10
763,100412,122,1,609,10
764,100413,60,3,449,5
765,100414,166,1,399,10
766,100414,60,2,449,5
767,100415,159,1,789,20
768,100415,60,1,449,20
769,100416,60,2,449,20
770,100417,196,2,309,0
771,100417,60,1,449,10
772,100418,122,1,609,0
773,100419,93,1,2169,5
774,100420,30,2,6999,15
775,100420,157,1,219,0
776,100421,92,1,5199,0
777,100422,38,1,2469,15
778,100422,113,1,699,5
779,100423,195,1,349,0
780,100424,157,3,219,0
781,100424,131,1,429,0
782,100425,160,1,309,10
783,100425,60,2,449,10
784,100426,60,1,449,15
785,100426,77,2,24179,15
786,100427,90,2,269,0
787,100427,167,1,1109,0
788,100428,60,1,449,0
789,100429,166,2,399,0
790,100429,60,1,449,20
791,100430,163,2,479,0
792,100431,95,1,6949,15
793,100432,60,1,449,30
794,100433,60,1,449,0
795,100434,60,1,449,0
796,100434,100,1,509,0
797,100434,157,1,219,0
798,100435,13,1,3559,10
799,100435,143,1,259,0
800,100436,62,1,219,15
801,100437,60,1,449,30
802,100438,67,1,719,0
803,100439,104,1,219,5
804,100440,60,1,449,15
805,100441,60,1,449,15
806,100442,60,2,449,0
807,100442,157,1,219,10
808,100443,60,2,449,15
809,100444,60,1,449,10
810,100444,104,1,219,0
811,100445,157,1,219,30
812,100445,107,2,179,15
813,100445,60,1,449,0
814,100445,158,1,709,10
815,100446,126,1,259,10
816,100447,42,3,529,0
817,100447,87,1,349,0
818,100447,131,1,429,30
819,100448,60,3,449,5
820,100448,62,2,219,0
821,100449,60,1,449,30
822,100449,141,1,409,30
823,100449,50,1,919,5
824,100450,157,1,219,0
825,100451,107,1,179,0
826,100451,50,2,919,15
827,100452,60,3,449,0
828,100452,8,2,1529,10
829,100453,60,1,449,10
830,100453,44,1,3189,0
831,100453,164,1,1669,15
832,100454,60,1,449,20
833,100455,157,1,219,10
834,100456,60,1,449,0
835,100457,157,1,219,5
836,100457,60,1,449,10
837,100457,189,1,639,5
838,100458,8,1,1529,15
839,100459,72,1,2399,0
840,100460,157,2,219,0
841,100461,60,1,449,0
842,100461,69,3,1289,0
843,100462,60,1,449,5
844,100462,165,1,329,0
845,100463,135,1,209,0
846,100464,100,1,509,10
847,100465,157,2,219,5
848,100466,50,1,919,0
849,100467,62,1,219,10
850,100467,143,2,259,15
851,100467,60,1,449,5
852,100468,167,1,1109,10
853,100469,111,1,409,0
854,100469,60,1,449,15
855,100469,68,1,929,0
856,100470,8,1,1529,15
857,100470,60,1,449,15
858,100470,157,1,219,15
859,100471,100,1,509,10
860,100471,60,1,449,0
861,100472,141,2,409,20
862,100472,60,1,449,0
863,100473,79,1,7879,0
864,100474,60,1,449,5
865,100474,157,1,219,15
866,100475,60,1,449,10
867,100476,111,1,409,0
868,100476,60,3,449,0
869,100476,41,2,1799,0
870,100477,60,1,449,0
871,100477,101,1,609,0
872,100478,111,1,409,15
873,100478,128,1,349,5
874,100478,60,1,449,0
875,100479,188,1,479,0
876,100479,58,1,1319,15
877,100480,63,1,509,0
878,100481,60,1,449,0
879,100481,157,1,219,0
880,100482,116,1,449,0
881,100482,71,1,849,20
882,100482,60,1,449,0
883,100483,116,2,449,10
884,100483,166,1,399,10
885,100484,109,2,1149,0
886,100485,60,1,449,0
887,100486,108,2,869,10
888,100486,157,2,219,20
889,100487,106,1,239,10
890,100487,101,1,609,10
891,100487,157,1,219,5
892,100488,60,2,449,15
893,100488,157,1,219,0
894,100489,30,1,6999,0
895,100490,163,1,479,15
896,100490,157,1,219,0
897,100490,60,2,449,0
898,100490,128,1,349,0
899,100491,60,2,449,5
900,100492,60,1,449,0
901,100492,123,1,2209,0
902,100493,60,1,449,15
903,100493,109,1,1149,0
904,100494,8,1,1529,5
905,100495,60,1,449,0
906,100496,71,1,849,0
907,100496,60,1,449,0
908,100496,131,1,429,0
909,100497,109,1,1149,0
910,100498,109,1,1149,0
911,100499,107,3,179,30
912,100499,60,1,449,5
913,100500,113,2,699,20
914,100501,163,2,479,15
915,100501,118,1,1649,5
916,100501,84,1,3789,10
917,100501,126,1,259,0
918,100502,89,2,219,0
919,100503,50,1,919,0
920,100503,109,1,1149,0
921,100504,109,1,1149,10
922,100504,60,1,449,20
923,100505,60,1,449,30
924,100505,165,2,329,15
925,100506,157,1,219,0
926,100506,33,1,1269,30
927,100506,127,1,459,5
928,100507,60,1,449,0
929,100507,165,1,329,30
930,100507,167,1,1109,5
931,100508,89,3,219,30
932,100509,44,2,3189,10
933,100509,60,1,449,0
934,100510,60,1,449,0
935,100511,60,1,449,0
936,100512,157,1,219,10
937,100513,157,1,219,0
938,100514,60,1,449,20
939,100515,60,1,449,0
940,100515,22,2,110409,0
941,100516,165,1,329,0
942,100516,157,1,219,0
943,100517,145,1,389,0
944,100517,53,1,1089,10
945,100517,157,2,219,5
946,100518,109,1,1149,0
947,100519,60,1,449,0
948,100520,135,2,209,10
949,100520,50,1,919,0
950,100520,60,2,449,0
951,100521,117,1,1369,0
952,100522,50,1,919,10
953,100522,60,1,449,0
954,100523,60,3,449,5
955,100523,105,2,599,0
956,100524,116,1,449,20
957,100525,165,1,329,20
958,100526,155,1,2759,0
959,100527,60,2,449,0
960,100528,60,1,449,0
961,100528,155,1,2759,0
962,100529,60,1,449,20
963,100530,60,1,449,30
964,100530,165,1,329,15
965,100531,65,1,289,10
966,100531,99,1,749,20
967,100531,159,1,789,10
968,100532,184,1,5269,0
969,100533,140,1,479,0
970,100533,3,1,17319,0
971,100533,60,1,449,20
972,100534,60,1,449,10
973,100534,158,1,709,15
974,100535,112,1,369,0
975,100536,60,1,449,0
976,100537,109,1,1149,5
977,100538,60,1,449,5
978,100539,196,1,309,0
979,100539,60,1,449,0
980,100539,64,1,339,20
981,100540,135,1,209,0
982,100540,109,1,1149,10
983,100540,165,2,329,30
984,100540,127,1,459,5
985,100541,165,2,329,0
986,100541,60,1,449,0
987,100541,89,1,219,15
988,100541,30,2,6999,0
989,100542,103,1,209,5
990,100542,193,1,3809,0
991,100543,165,1,329,5
992,100543,60,1,449,0
993,100543,35,1,459,0
994,100544,166,1,399,5
995,100545,60,1,449,0
996,100546,101,1,609,0
997,100547,60,1,449,5
998,100548,109,2,1149,0
999,100549,100,1,509,30
1000,100549,8,2,1529,0
1001,100549,87,2,349,0
1002,100550,103,1,209,30
1003,100550,140,1,479,10
1004,100550,94,1,1579,30
1005,100550,43,1,1439,0
1006,100551,60,2,449,0
1007,100551,157,1,219,0
1008,100552,60,2,449,0
1009,100552,154,2,2389,10
1010,100553,196,1,309,20
1011,100554,114,1,229,10
1012,100554,6,1,15089,30
1013,100554,163,1,479,0
1014,100555,144,1,399,10
1015,100556,60,1,449,0
1016,100557,109,1,1149,0
1017,100558,70,2,889,5
1018,100559,60,1,449,0
1019,100559,111,1,409,5
1020,100560,60,1,449,0
1021,100561,60,1,449,15
1022,100561,45,1,1419,0
1023,100562,60,1,449,5
1024,100563,132,1,309,10
1025,100564,60,1,449,5
1026,100564,160,1,309,0
1027,100565,116,1,449,0
1028,100565,60,2,449,5
1029,100565,103,1,209,10
1030,100566,73,1,1829,0
1031,100567,99,3,749,0
1032,100568,60,1,449,5
1033,100569,65,1,289,5
1034,100570,176,1,839,10
1035,100570,60,1,449,0
1036,100571,124,1,459,0
1037,100572,60,1,449,15
1038,100573,103,1,209,5
1039,100573,60,1,449,0
1040,100574,22,1,110409,10
1041,100575,109,1,1149,0
1042,100576,109,1,1149,0
1043,100576,60,1,449,10
1044,100577,60,1,449,5
1045,100577,124,1,459,15
1046,100577,135,1,209,0
1047,100577,120,1,989,0
1048,100578,103,1,209,0
1049,100578,60,1,449,10
1050,100579,60,1,449,0
1051,100580,186,1,2859,0
