order_id,customer_id,order_date,order_status,channel,shipping_city,shipping_fee
100045,486,2022-05-09,Delivered,Web,Hyderabad,0
100046,1946,2022-05-09,Delivered,Mobile App,Jaipur,49
100047,2064,2022-05-09,Delivered,Store,Bengaluru,0
100048,1819,2022-05-11,Delivered,Mobile App,Mumbai,0
100049,1517,2022-05-12,Delivered,Web,Bengaluru,49
100050,798,2022-05-13,Delivered,Store,Mysuru,49
100051,798,2022-05-14,Delivered,Marketplace,Mysuru,0
100052,2426,2022-05-18,Cancelled,Mobile App,Delhi,49
100053,2572,2022-05-20,Delivered,Web,Mumbai,0
100054,1701,2022-05-22,Delivered,Mobile App,Ahmedabad,49
100055,2615,2022-05-22,Delivered,Marketplace,Chennai,0
100056,1618,2022-05-24,Delivered,Store,Hyderabad,49
100057,2572,2022-05-24,Delivered,Mobile App,Mumbai,0
100058,446,2022-05-26,Delivered,Mobile App,Delhi,0
100059,577,2022-05-26,Cancelled,Store,Ahmedabad,0
100060,198,2022-05-27,Delivered,Marketplace,Kolkata,49
100061,239,2022-05-27,Delivered,Web,Bengaluru,0
100062,798,2022-05-28,Cancelled,Marketplace,Mysuru,0
100063,991,2022-05-28,Delivered,Marketplace,Pune,0
100064,1226,2022-05-30,Delivered,Mobile App,Ahmedabad,0
100065,2441,2022-05-30,Delivered,Mobile App,Gurugram,0
100066,191,2022-06-01,Delivered,Store,Jaipur,49
100067,2157,2022-06-01,Cancelled,Mobile App,Bengaluru,49
100068,239,2022-06-02,Delivered,Marketplace,Bengaluru,49
100069,2641,2022-06-02,Delivered,Store,Delhi,49
100070,1656,2022-06-03,Delivered,Mobile App,Hyderabad,0
100071,2661,2022-06-04,Cancelled,Web,Kolkata,0
100072,941,2022-06-05,Delivered,Marketplace,Chennai,49
100073,2051,2022-06-05,Delivered,Store,Lucknow,49
100074,1916,2022-06-07,Delivered,Mobile App,Chennai,49
100075,1759,2022-06-09,Delivered,Store,Ahmedabad,0
100076,2641,2022-06-09,Cancelled,Mobile App,Delhi,0
100077,198,2022-06-10,Delivered,Mobile App,Kolkata,49
100078,16,2022-06-12,Delivered,Store,Chennai,49
100079,577,2022-06-12,Delivered,Store,Ahmedabad,49
100080,1844,2022-06-13,Delivered,Mobile App,Jaipur,49
100081,1547,2022-06-14,Delivered,Web,Chennai,0
100082,1706,2022-06-14,Delivered,Web,Lucknow,49
100083,2954,2022-06-15,Delivered,Web,Ahmedabad,49
100084,881,2022-06-16,Delivered,Web,Hyderabad,49
100085,1752,2022-06-16,Cancelled,Mobile App,Chennai,49
100086,1888,2022-06-17,Delivered,Web,Chennai,49
100087,1144,2022-06-18,Delivered,Marketplace,Kolkata,0
100088,1888,2022-06-18,Delivered,Web,Chennai,49
100089,2459,2022-06-18,Delivered,Mobile App,Chennai,0
100090,446,2022-06-20,Delivered,Mobile App,Coimbatore,49
100091,4,2022-06-22,Delivered,Web,Delhi,49
100092,1364,2022-06-22,Delivered,Mobile App,Bengaluru,49
100093,1618,2022-06-22,Delivered,Mobile App,Mumbai,49
100094,501,2022-06-23,Delivered,Mobile App,Delhi,49
100095,1226,2022-06-23,Delivered,Web,Ahmedabad,49
100096,2662,2022-06-23,Delivered,Mobile App,Delhi,0
100097,486,2022-06-24,Delivered,Mobile App,Hyderabad,0
100098,1888,2022-06-24,Delivered,Mobile App,Chennai,49
100099,353,2022-06-25,Cancelled,Web,Mumbai,49
100100,1087,2022-06-25,Delivered,Store,Delhi,0
100101,1381,2022-06-25,Delivered,Web,Hyderabad,0
100102,901,2022-06-26,Delivered,Web,Hyderabad,49
100103,1888,2022-06-26,Delivered,Web,Chennai,49
100104,411,2022-06-27,Delivered,Store,Pune,0
100105,1701,2022-06-27,Delivered,Mobile App,Ahmedabad,0
100106,2044,2022-06-27,Delivered,Mobile App,Jaipur,0
100107,2285,2022-06-27,Delivered,Web,Mysuru,0
100108,2629,2022-06-27,Delivered,Mobile App,Chennai,0
100109,385,2022-06-28,Delivered,Mobile App,Ahmedabad,49
100110,2473,2022-06-28,Delivered,Store,Delhi,49
100111,239,2022-06-29,Delivered,Mobile App,Bengaluru,0
100112,1298,2022-06-29,Cancelled,Mobile App,Mysuru,0
100113,1825,2022-06-30,Delivered,Web,Delhi,0
100114,4,2022-07-01,Delivered,Marketplace,Delhi,0
100115,1226,2022-07-01,Delivered,Store,Ahmedabad,49
100116,2501,2022-07-01,Delivered,Web,Bengaluru,49
100117,2779,2022-07-01,Delivered,Marketplace,Chennai,49
100118,867,2022-07-02,Delivered,Web,Kolkata,0
100119,1019,2022-07-02,Delivered,Store,Bengaluru,0
100120,2573,2022-07-02,Delivered,Mobile App,Delhi,49
100121,812,2022-07-03,Delivered,Marketplace,Bengaluru,0
100122,1950,2022-07-03,Delivered,Mobile App,Jaipur,0
100123,2041,2022-07-03,Delivered,Mobile App,Chennai,49
100124,2667,2022-07-04,Delivered,Store,Ahmedabad,49
100125,1673,2022-07-05,Delivered,Web,Delhi,0
100126,2064,2022-07-05,Delivered,Mobile App,Bengaluru,0
100127,2915,2022-07-06,Delivered,Marketplace,Hyderabad,49
100128,1920,2022-07-08,Delivered,Marketplace,Pune,0
100129,2649,2022-07-08,Delivered,Web,Pune,49
100130,1888,2022-07-09,Delivered,Web,Chennai,49
100131,2589,2022-07-09,Delivered,Mobile App,Hyderabad,0
100132,95,2022-07-10,Delivered,Web,Coimbatore,0
100133,605,2022-07-10,Delivered,Web,Kochi,0
100134,1364,2022-07-10,Delivered,Web,Bengaluru,0
100135,1701,2022-07-10,Delivered,Web,Ahmedabad,0
100136,2028,2022-07-10,Delivered,Mobile App,Kochi,49
100137,57,2022-07-11,Delivered,Web,Hyderabad,49
100138,2157,2022-07-11,Delivered,Marketplace,Bengaluru,0
100139,941,2022-07-12,Delivered,Store,Chennai,49
100140,2064,2022-07-12,Delivered,Mobile App,Chennai,0
100141,2638,2022-07-12,Delivered,Marketplace,Chennai,0
100142,2779,2022-07-13,Delivered,Mobile App,Chennai,49
100143,632,2022-07-15,Delivered,Mobile App,Pune,0
100144,2615,2022-07-15,Cancelled,Store,Chennai,0
100145,2627,2022-07-15,Delivered,Mobile App,Mumbai,49
100146,1446,2022-07-18,Delivered,Store,Mumbai,0
100147,913,2022-07-19,Delivered,Web,Ahmedabad,49
100148,2084,2022-07-19,Delivered,Store,Chennai,49
100149,18,2022-07-20,Delivered,Web,Bengaluru,49
100150,411,2022-07-20,Delivered,Store,Pune,49
100151,2269,2022-07-20,Delivered,Mobile App,Delhi,49
100152,601,2022-07-21,Delivered,Store,Hyderabad,49
100153,1519,2022-07-21,Delivered,Marketplace,Mysuru,0
100154,2350,2022-07-21,Delivered,Mobile App,Bengaluru,49
100155,437,2022-07-23,Delivered,Web,Bengaluru,0
100156,2638,2022-07-23,Delivered,Store,Chennai,49
100157,1979,2022-07-24,Cancelled,Mobile App,Delhi,49
100158,437,2022-07-25,Delivered,Marketplace,Bengaluru,0
100159,2661,2022-07-26,Delivered,Mobile App,Kolkata,49
100160,1503,2022-07-27,Delivered,Web,Hyderabad,0
100161,2424,2022-07-27,Delivered,Marketplace,Bengaluru,49
100162,867,2022-07-28,Delivered,Mobile App,Kolkata,0
100163,1752,2022-07-28,Cancelled,Marketplace,Madurai,0
100164,1979,2022-07-28,Delivered,Mobile App,Delhi,49
100165,2780,2022-07-28,Delivered,Mobile App,Bengaluru,0
100166,1381,2022-07-29,Cancelled,Marketplace,Hyderabad,0
100167,1986,2022-07-29,Delivered,Marketplace,Jaipur,0
100168,18,2022-07-30,Delivered,Marketplace,Bengaluru,49
100169,197,2022-08-01,Delivered,Mobile App,Mumbai,0
100170,1287,2022-08-01,Delivered,Marketplace,Hyderabad,0
100171,108,2022-08-02,Delivered,Mobile App,Chennai,0
100172,1503,2022-08-02,Delivered,Web,Hyderabad,49
100173,1532,2022-08-02,Delivered,Mobile App,Bengaluru,49
100174,2289,2022-08-02,Delivered,Mobile App,Mumbai,49
100175,2660,2022-08-02,Delivered,Mobile App,Coimbatore,49
100176,197,2022-08-03,Delivered,Mobile App,Delhi,49
100177,1491,2022-08-03,Cancelled,Marketplace,Bengaluru,49
100178,2615,2022-08-03,Delivered,Mobile App,Chennai,0
100179,453,2022-08-05,Delivered,Marketplace,Madurai,0
100180,1226,2022-08-05,Delivered,Store,Ahmedabad,49
100181,2503,2022-08-06,Cancelled,Web,Kochi,49
100182,2790,2022-08-07,Delivered,Web,Hyderabad,0
100183,798,2022-08-08,Delivered,Marketplace,Mysuru,49
100184,1701,2022-08-08,Delivered,Mobile App,Ahmedabad,49
100185,464,2022-08-09,Cancelled,Web,Coimbatore,0
100186,1888,2022-08-09,Delivered,Web,Chennai,49
100187,1630,2022-08-10,Delivered,Mobile App,Hyderabad,0
100188,358,2022-08-11,Delivered,Mobile App,Gurugram,0
100189,500,2022-08-11,Delivered,Web,Mumbai,0
100190,1673,2022-08-11,Delivered,Marketplace,Delhi,0
100191,2064,2022-08-11,Delivered,Marketplace,Bengaluru,0
100192,2660,2022-08-11,Delivered,Mobile App,Chennai,49
100193,212,2022-08-13,Delivered,Marketplace,Mumbai,49
100194,577,2022-08-13,Delivered,Store,Ahmedabad,49
100195,1144,2022-08-13,Delivered,Store,Pune,0
100196,1673,2022-08-13,Delivered,Marketplace,Delhi,0
100197,2204,2022-08-13,Delivered,Web,Chennai,0
100198,2232,2022-08-14,Delivered,Store,Pune,0
100199,1087,2022-08-15,Delivered,Mobile App,Delhi,49
100200,1545,2022-08-15,Delivered,Mobile App,Hyderabad,49
100201,2064,2022-08-15,Delivered,Web,Bengaluru,0
100202,239,2022-08-16,Delivered,Mobile App,Bengaluru,49
100203,555,2022-08-16,Delivered,Web,Bengaluru,0
100204,2016,2022-08-16,Delivered,Store,Mumbai,49
100205,2041,2022-08-17,Delivered,Mobile App,Chennai,0
100206,2459,2022-08-17,Delivered,Mobile App,Chennai,49
100207,385,2022-08-18,Delivered,Marketplace,Hyderabad,0
100208,661,2022-08-18,Delivered,Mobile App,Chennai,49
100209,406,2022-08-19,Delivered,Web,Kolkata,49
100210,798,2022-08-19,Delivered,Web,Mysuru,49
100211,1087,2022-08-19,Delivered,Mobile App,Delhi,49
100212,1430,2022-08-19,Delivered,Marketplace,Hyderabad,0
100213,2615,2022-08-19,Delivered,Mobile App,Madurai,49
100214,406,2022-08-21,Delivered,Mobile App,Kolkata,49
100215,1131,2022-08-21,Delivered,Web,Lucknow,49
100216,2125,2022-08-21,Delivered,Store,Hyderabad,0
100217,1198,2022-08-22,Delivered,Web,Pune,0
100218,1364,2022-08-23,Delivered,Mobile App,Bengaluru,0
100219,1556,2022-08-23,Delivered,Web,Delhi,49
100220,1829,2022-08-24,Delivered,Web,Jaipur,49
100221,2802,2022-08-24,Delivered,Web,Mumbai,49
100222,239,2022-08-25,Cancelled,Web,Bengaluru,49
100223,1381,2022-08-25,Delivered,Mobile App,Hyderabad,0
100224,2130,2022-08-25,Delivered,Mobile App,Ahmedabad,49
100225,197,2022-08-27,Delivered,Mobile App,Mumbai,49
100226,239,2022-08-27,Delivered,Mobile App,Bengaluru,0
100227,322,2022-08-27,Cancelled,Marketplace,Mumbai,49
100228,406,2022-08-27,Cancelled,Mobile App,Kolkata,0
100229,1304,2022-08-27,Delivered,Web,Chennai,49
100230,2426,2022-08-27,Cancelled,Marketplace,Chennai,49
100231,744,2022-08-28,Delivered,Marketplace,Bengaluru,0
100232,961,2022-08-28,Delivered,Marketplace,Mumbai,49
100233,2064,2022-08-28,Delivered,Web,Bengaluru,49
100234,446,2022-08-30,Delivered,Web,Delhi,49
100235,798,2022-08-30,Delivered,Mobile App,Mysuru,0
100236,1888,2022-08-31,Delivered,Web,Chennai,0
100237,2802,2022-08-31,Delivered,Mobile App,Mumbai,0
100238,251,2022-09-01,Delivered,Marketplace,Pune,49
100239,1669,2022-09-01,Delivered,Web,Bengaluru,49
100240,2725,2022-09-02,Delivered,Mobile App,Mysuru,0
100241,2790,2022-09-02,Delivered,Mobile App,Hyderabad,49
100242,1982,2022-09-03,Delivered,Mobile App,Hyderabad,0
100243,2572,2022-09-03,Delivered,Store,Mumbai,0
100244,2365,2022-09-04,Delivered,Store,Pune,0
100245,109,2022-09-05,Delivered,Marketplace,Bengaluru,0
100246,399,2022-09-05,Delivered,Web,Hyderabad,0
100247,1335,2022-09-05,Delivered,Store,Kochi,49
100248,1656,2022-09-05,Delivered,Marketplace,Hyderabad,49
100249,2450,2022-09-05,Delivered,Mobile App,Coimbatore,0
100250,239,2022-09-06,Delivered,Mobile App,Bengaluru,0
100251,1102,2022-09-06,Delivered,Store,Madurai,0
100252,2064,2022-09-06,Delivered,Web,Bengaluru,0
100253,2677,2022-09-06,Delivered,Store,Mumbai,0
100254,406,2022-09-07,Delivered,Store,Kolkata,0
100255,991,2022-09-07,Delivered,Mobile App,Pune,49
100256,1294,2022-09-07,Delivered,Mobile App,Coimbatore,49
100257,2369,2022-09-07,Delivered,Web,Hyderabad,49
100258,251,2022-09-08,Delivered,Web,Pune,0
100259,1844,2022-09-08,Delivered,Mobile App,Jaipur,49
100260,501,2022-09-09,Delivered,Marketplace,Delhi,0
100261,2285,2022-09-09,Delivered,Mobile App,Chennai,49
100262,529,2022-09-10,Delivered,Mobile App,Delhi,49
100263,1226,2022-09-10,Delivered,Web,Ahmedabad,49
100264,991,2022-09-11,Delivered,Marketplace,Pune,0
100265,1920,2022-09-11,Delivered,Marketplace,Kochi,0
100266,2345,2022-09-11,Delivered,Mobile App,Delhi,49
100267,1145,2022-09-12,Delivered,Mobile App,Hyderabad,0
100268,1755,2022-09-12,Cancelled,Marketplace,Madurai,0
100269,322,2022-09-13,Delivered,Web,Mumbai,49
100270,968,2022-09-13,Delivered,Mobile App,Mysuru,0
100271,1636,2022-09-13,Delivered,Store,Hyderabad,0
100272,2562,2022-09-13,Delivered,Mobile App,Pune,0
100273,453,2022-09-14,Delivered,Store,Delhi,49
100274,1097,2022-09-14,Delivered,Mobile App,Chennai,49
100275,1979,2022-09-14,Delivered,Marketplace,Chennai,49
100276,2125,2022-09-14,Delivered,Store,Hyderabad,49
100277,2424,2022-09-14,Delivered,Web,Bengaluru,0
100278,901,2022-09-15,Delivered,Mobile App,Hyderabad,0
100279,1821,2022-09-16,Cancelled,Web,Jaipur,0
100280,433,2022-09-17,Delivered,Web,Delhi,0
100281,577,2022-09-17,Delivered,Store,Ahmedabad,49
100282,1858,2022-09-17,Delivered,Mobile App,Chennai,49
100283,2125,2022-09-17,Delivered,Mobile App,Delhi,49
100284,2084,2022-09-19,Delivered,Mobile App,Chennai,0
100285,2503,2022-09-19,Delivered,Mobile App,Kochi,0
100286,385,2022-09-20,Delivered,Marketplace,Hyderabad,0
100287,2738,2022-09-20,Delivered,Marketplace,Mumbai,49
100288,32,2022-09-21,Delivered,Store,Kochi,49
100289,798,2022-09-21,Delivered,Web,Kochi,49
100290,2292,2022-09-21,Cancelled,Web,Delhi,49
100291,173,2022-09-22,Delivered,Marketplace,Chennai,49
100292,2459,2022-09-22,Delivered,Store,Chennai,49
100293,995,2022-09-23,Delivered,Web,Jaipur,49
100294,1673,2022-09-23,Delivered,Mobile App,Delhi,0
100295,685,2022-09-24,Delivered,Web,Pune,0
100296,1701,2022-09-24,Delivered,Web,Ahmedabad,49
100297,941,2022-09-25,Delivered,Web,Chennai,49
100298,1102,2022-09-25,Delivered,Web,Gurugram,0
100299,1131,2022-09-25,Delivered,Marketplace,Lucknow,0
100300,1480,2022-09-25,Delivered,Store,Mumbai,0
100301,1820,2022-09-25,Delivered,Web,Pune,0
100302,2421,2022-09-27,Cancelled,Marketplace,Bengaluru,0
100303,2538,2022-09-27,Delivered,Mobile App,Hyderabad,0
100304,1858,2022-09-28,Delivered,Mobile App,Chennai,0
100305,235,2022-09-29,Delivered,Mobile App,Jaipur,49
100306,798,2022-09-29,Delivered,Mobile App,Mysuru,0
100307,1410,2022-09-29,Delivered,Web,Delhi,49
100308,1708,2022-09-29,Delivered,Web,Hyderabad,0
100309,1778,2022-09-29,Delivered,Mobile App,Hyderabad,0
100310,2323,2022-09-29,Delivered,Mobile App,Hyderabad,0
100311,2452,2022-09-29,Delivered,Web,Delhi,49
100312,2563,2022-09-29,Delivered,Mobile App,Delhi,0
100313,251,2022-09-30,Delivered,Marketplace,Pune,0
100314,627,2022-09-30,Delivered,Web,Gurugram,0
100315,635,2022-09-30,Delivered,Mobile App,Bengaluru,0
100316,997,2022-09-30,Delivered,Mobile App,Pune,0
100317,464,2022-10-01,Delivered,Mobile App,Coimbatore,49
100318,1630,2022-10-01,Delivered,Mobile App,Hyderabad,0
100319,2325,2022-10-01,Delivered,Web,Chennai,49
100320,2528,2022-10-01,Delivered,Mobile App,Ahmedabad,49
100321,2738,2022-10-01,Delivered,Marketplace,Mumbai,0
100322,169,2022-10-02,Delivered,Mobile App,Coimbatore,0
100323,459,2022-10-02,Delivered,Web,Delhi,0
100324,1391,2022-10-02,Delivered,Web,Jaipur,0
100325,2974,2022-10-02,Delivered,Mobile App,Jaipur,49
100326,2125,2022-10-03,Delivered,Mobile App,Hyderabad,49
100327,2572,2022-10-03,Delivered,Web,Mumbai,0
100328,2780,2022-10-03,Delivered,Web,Bengaluru,49
100329,2949,2022-10-03,Delivered,Marketplace,Kochi,49
100330,239,2022-10-04,Delivered,Marketplace,Mysuru,49
100331,685,2022-10-04,Delivered,Marketplace,Pune,0
100332,744,2022-10-04,Delivered,Mobile App,Bengaluru,49
100333,1702,2022-10-04,Delivered,Web,Lucknow,0
100334,1753,2022-10-05,Delivered,Mobile App,Ahmedabad,0
100335,1888,2022-10-05,Delivered,Mobile App,Chennai,49
100336,2066,2022-10-05,Delivered,Mobile App,Jaipur,0
100337,272,2022-10-06,Delivered,Store,Chennai,49
100338,881,2022-10-06,Delivered,Web,Hyderabad,49
100339,1253,2022-10-06,Delivered,Mobile App,Bengaluru,0
100340,2661,2022-10-07,Delivered,Mobile App,Kolkata,49
100341,2894,2022-10-08,Delivered,Marketplace,Pune,0
100342,399,2022-10-09,Delivered,Web,Hyderabad,0
100343,685,2022-10-09,Delivered,Mobile App,Pune,49
100344,867,2022-10-09,Delivered,Mobile App,Kolkata,0
100345,2125,2022-10-09,Delivered,Mobile App,Hyderabad,49
100346,2738,2022-10-09,Delivered,Store,Mumbai,49
100347,2386,2022-10-10,Delivered,Mobile App,Delhi,0
100348,2866,2022-10-10,Delivered,Mobile App,Bengaluru,49
100349,337,2022-10-11,Delivered,Web,Bengaluru,0
100350,389,2022-10-11,Cancelled,Mobile App,Ahmedabad,0
100351,508,2022-10-11,Delivered,Mobile App,Kolkata,0
100352,685,2022-10-11,Delivered,Mobile App,Pune,0
100353,1430,2022-10-11,Delivered,Store,Hyderabad,0
100354,2204,2022-10-11,Delivered,Marketplace,Chennai,49
100355,1862,2022-10-12,Delivered,Store,Lucknow,49
100356,2355,2022-10-12,Delivered,Mobile App,Hyderabad,49
100357,2424,2022-10-12,Delivered,Mobile App,Bengaluru,49
100358,1484,2022-10-13,Delivered,Mobile App,Chennai,0
100359,1688,2022-10-13,Delivered,Mobile App,Mumbai,49
100360,385,2022-10-14,Delivered,Web,Hyderabad,49
100361,581,2022-10-14,Delivered,Mobile App,Mumbai,0
100362,1144,2022-10-14,Delivered,Mobile App,Kolkata,0
100363,2204,2022-10-14,Delivered,Web,Chennai,49
100364,581,2022-10-15,Delivered,Web,Mumbai,0
100365,1204,2022-10-15,Delivered,Mobile App,Delhi,0
100366,1279,2022-10-15,Delivered,Web,Kolkata,0
100367,1844,2022-10-15,Cancelled,Web,Jaipur,49
100368,2709,2022-10-15,Delivered,Mobile App,Chennai,0
100369,16,2022-10-16,Delivered,Mobile App,Chennai,49
100370,2374,2022-10-17,Delivered,Mobile App,Chennai,49
100371,2503,2022-10-17,Delivered,Web,Chennai,0
100372,1453,2022-10-18,Cancelled,Mobile App,Kolkata,0
100373,2563,2022-10-18,Cancelled,Marketplace,Delhi,0
100374,2638,2022-10-18,Delivered,Store,Chennai,49
100375,109,2022-10-19,Delivered,Mobile App,Bengaluru,49
100376,777,2022-10-19,Delivered,Web,Pune,49
100377,2064,2022-10-19,Delivered,Mobile App,Bengaluru,0
100378,2311,2022-10-19,Delivered,Store,Lucknow,49
100379,2917,2022-10-19,Delivered,Web,Chennai,0
100380,2970,2022-10-19,Delivered,Web,Chennai,49
100381,198,2022-10-20,Delivered,Web,Kolkata,49
100382,2421,2022-10-20,Delivered,Web,Bengaluru,0
100383,2677,2022-10-20,Delivered,Marketplace,Mumbai,49
100384,2970,2022-10-20,Cancelled,Mobile App,Chennai,0
100385,1294,2022-10-21,Delivered,Web,Coimbatore,0
100386,1446,2022-10-21,Delivered,Web,Mumbai,49
100387,1471,2022-10-21,Delivered,Web,Jaipur,0
100388,2066,2022-10-21,Delivered,Web,Jaipur,49
100389,212,2022-10-22,Delivered,Web,Mumbai,0
100390,1398,2022-10-22,Delivered,Mobile App,Madurai,0
100391,1038,2022-10-23,Delivered,Mobile App,Hyderabad,49
100392,1491,2022-10-23,Delivered,Web,Bengaluru,49
100393,1864,2022-10-23,Delivered,Mobile App,Mumbai,49
100394,2291,2022-10-23,Delivered,Web,Kochi,0
100395,2406,2022-10-23,Delivered,Web,Chennai,0
100396,2968,2022-10-24,Delivered,Mobile App,Chennai,49
100397,798,2022-10-25,Delivered,Mobile App,Delhi,49
100398,1808,2022-10-25,Delivered,Mobile App,Hyderabad,0
100399,2200,2022-10-25,Delivered,Web,Pune,0
100400,2742,2022-10-25,Delivered,Mobile App,Kolkata,49
100401,182,2022-10-26,Delivered,Mobile App,Ahmedabad,49
100402,867,2022-10-26,Delivered,Mobile App,Kolkata,0
100403,327,2022-10-27,Delivered,Marketplace,Gurugram,49
100404,613,2022-10-27,Cancelled,Marketplace,Kochi,0
100405,1753,2022-10-27,Delivered,Marketplace,Ahmedabad,49
100406,2125,2022-10-27,Delivered,Mobile App,Hyderabad,0
100407,2204,2022-10-27,Delivered,Web,Chennai,49
100408,2504,2022-10-27,Delivered,Mobile App,Kolkata,0
100409,2783,2022-10-27,Delivered,Web,Pune,49
100410,1430,2022-10-28,Delivered,Mobile App,Hyderabad,0
100411,1688,2022-10-28,Delivered,Web,Mumbai,49
100412,1988,2022-10-28,Delivered,Mobile App,Delhi,49
100413,2084,2022-10-28,Delivered,Mobile App,Chennai,0
100414,1673,2022-10-29,Delivered,Marketplace,Delhi,0
100415,1720,2022-10-29,Delivered,Web,Kolkata,49
100416,1198,2022-10-30,Delivered,Web,Pune,49
100417,2802,2022-10-30,Delivered,Web,Mumbai,0
100418,1888,2022-10-31,Delivered,Mobile App,Chennai,49
100419,1954,2022-10-31,Delivered,Mobile App,Kochi,0
100420,2374,2022-10-31,Delivered,Mobile App,Chennai,0
100421,392,2022-11-01,Delivered,Web,Bengaluru,0
100422,529,2022-11-01,Cancelled,Marketplace,Lucknow,0
100423,2125,2022-11-01,Delivered,Mobile App,Hyderabad,49
100424,2504,2022-11-01,Delivered,Web,Kolkata,0
100425,2563,2022-11-01,Delivered,Mobile App,Delhi,0
100426,406,2022-11-02,Delivered,Marketplace,Kolkata,0
100427,665,2022-11-03,Delivered,Web,Madurai,0
100428,1398,2022-11-03,Cancelled,Mobile App,Kolkata,49
100429,2577,2022-11-03,Delivered,Mobile App,Pune,0
100430,2906,2022-11-03,Delivered,Mobile App,Pune,49
100431,239,2022-11-04,Delivered,Mobile App,Bengaluru,0
100432,798,2022-11-04,Delivered,Store,Mysuru,49
100433,867,2022-11-04,Delivered,Store,Kolkata,49
100434,2777,2022-11-04,Delivered,Mobile App,Pune,0
100435,2567,2022-11-05,Delivered,Mobile App,Bengaluru,0
100436,2355,2022-11-06,Delivered,Web,Hyderabad,49
100437,251,2022-11-07,Delivered,Mobile App,Pune,49
100438,651,2022-11-07,Delivered,Web,Hyderabad,49
100439,1087,2022-11-08,Delivered,Store,Delhi,49
100440,1420,2022-11-08,Delivered,Marketplace,Ahmedabad,49
100441,1636,2022-11-08,Delivered,Mobile App,Hyderabad,49
100442,2881,2022-11-08,Delivered,Mobile App,Mysuru,0
100443,541,2022-11-09,Delivered,Mobile App,Lucknow,49
100444,545,2022-11-09,Delivered,Mobile App,Mysuru,49
100445,1085,2022-11-09,Delivered,Store,Kochi,0
100446,1685,2022-11-09,Delivered,Web,Bengaluru,49
100447,464,2022-11-10,Delivered,Mobile App,Coimbatore,0
100448,1547,2022-11-10,Cancelled,Mobile App,Chennai,0
100449,2641,2022-11-10,Delivered,Mobile App,Bengaluru,0
100450,1979,2022-11-11,Delivered,Marketplace,Delhi,49
100451,2215,2022-11-11,Delivered,Marketplace,Jaipur,0
100452,2325,2022-11-11,Delivered,Web,Chennai,0
100453,613,2022-11-12,Delivered,Marketplace,Kochi,0
100454,1213,2022-11-12,Delivered,Mobile App,Mumbai,49
100455,580,2022-11-13,Delivered,Web,Madurai,49
100456,744,2022-11-13,Delivered,Store,Bengaluru,49
100457,988,2022-11-13,Delivered,Mobile App,Bengaluru,0
100458,1453,2022-11-13,Delivered,Mobile App,Kolkata,0
